34227039,130,"Budapest XI. kerület, Szerelmey Miklós utca",219,5.5,2025-01-03 11:37:21
34194794,130,"Budapest III. kerület, Tarhos utca",194.90,4,2025-01-03 11:37:21
34445329,122,"Budapest II. kerület, II/A kerület - Budaliget",264.70,4,2025-01-03 11:37:21
33127761,120,"Budapest III. kerület, Ürömhegy",208,5,2025-01-03 11:37:21
34378786,112,"Budapest III. kerület, Tarhos utca 156.",199.90,5,2025-01-03 11:37:42
34378761,112,"Budapest III. kerület, Tarhos utca 156.",179.90,5,2025-01-03 11:37:42
34144137,95,"Budapest III. kerület, Aranyhegy",149,3.5,2025-01-03 11:37:42
34090899,122,"Budapest III. kerület, Jutas köz 4.",157.50,4,2025-01-03 11:37:42
33484732,105,"Budapest III. kerület, Aranyhegy",183.75,4,2025-01-03 11:37:42
34335453,130,"Budapest III. kerület, Ürömhegy",189.90,4,2025-01-03 11:37:42
34509222,103,"Budapest III. kerület, Ürömhegy",189,4,2025-01-03 11:37:42
34511721,127,"Budapest III. kerület, Ürömhegy",245,4,2025-01-03 11:37:42
33412443,120,"Budapest III. kerület, Csillaghegy",168,5,2025-01-03 11:37:42
33810693,105,"Budapest III. kerület, Ürömhegy",182,5,2025-01-03 11:37:42
33643923,130,"Budapest III. kerület, Csillaghegy",228,5,2025-01-03 11:37:42
34216971,125,"Budapest III. kerület, Csillaghegy",150,4,2025-01-03 11:37:42
34385800,105,"Budapest III. kerület, Aranyhegy",179.90,4,2025-01-03 11:37:42
34333588,104,"Budapest III. kerület, Ürömfű utca",189,4,2025-01-03 11:37:42
34419123,130,"Budapest III. kerület, Csillaghegy",269,4,2025-01-03 11:37:42
34497250,129,"Budapest XI. kerület, Madárhegy",184,5,2025-01-03 11:37:42
34025501,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-03 11:37:42
33973446,116,"Budapest II. kerület, II/A kerület - Budaliget",265,4,2025-01-03 11:37:42
34025397,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-03 11:37:42
34496580,120,"Budapest II. kerület, Jegesmedve lejtő",164.99,5,2025-01-03 11:37:42
34378786,112,"Budapest III. kerület, Tarhos utca 156.",199.90,5,2025-01-06 12:31:32
34378761,112,"Budapest III. kerület, Tarhos utca 156.",179.90,5,2025-01-06 12:31:32
34335453,130,"Budapest III. kerület, Ürömhegy",189.90,4,2025-01-06 12:31:32
34090899,122,"Budapest III. kerület, Jutas köz 4.",157.50,4,2025-01-06 12:31:32
33484732,105,"Budapest III. kerület, Aranyhegy",183.75,4,2025-01-06 12:31:32
34509222,103,"Budapest III. kerület, Ürömhegy",189,4,2025-01-06 12:31:32
34144137,95,"Budapest III. kerület, Aranyhegy",149,3.5,2025-01-06 12:31:32
34511721,127,"Budapest III. kerület, Ürömhegy",245,4,2025-01-06 12:31:32
33412443,120,"Budapest III. kerület, Csillaghegy",168,5,2025-01-06 12:31:32
33810693,105,"Budapest III. kerület, Ürömhegy",182,5,2025-01-06 12:31:32
33643923,130,"Budapest III. kerület, Csillaghegy",228,5,2025-01-06 12:31:32
34216971,125,"Budapest III. kerület, Csillaghegy",150,4,2025-01-06 12:31:32
34385800,105,"Budapest III. kerület, Aranyhegy",179.90,4,2025-01-06 12:31:32
34333588,104,"Budapest III. kerület, Ürömfű utca",189,4,2025-01-06 12:31:32
34497250,129,"Budapest XI. kerület, Madárhegy",184,5,2025-01-06 12:31:32
34002024,122,"Budapest II. kerület, II/A kerület - Budaliget",265,4,2025-01-06 12:31:32
34366994,130,"Budapest II. kerület, II/A kerület - Budaliget",265,5.5,2025-01-06 12:31:32
34025501,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-06 12:31:32
33973446,116,"Budapest II. kerület, II/A kerület - Budaliget",265,4,2025-01-06 12:31:32
34025397,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-06 12:31:32
34496580,120,"Budapest II. kerület, Jegesmedve lejtő",164.99,5,2025-01-06 12:31:44
33920599,120,"Budapest III. kerület, Naplemente utca",170,4,2025-01-06 12:31:44
32687768,120,"Budapest III. kerület, Csillaghegy",168,4,2025-01-06 12:31:44
34227039,130,"Budapest XI. kerület, Szerelmey Miklós utca",219,5.5,2025-01-06 12:31:44
34194794,130,"Budapest III. kerület, Tarhos utca",194.90,4,2025-01-06 12:31:44
34445329,122,"Budapest II. kerület, II/A kerület - Budaliget",264.70,4,2025-01-06 12:31:44
33127761,120,"Budapest III. kerület, Ürömhegy",208,5,2025-01-06 12:31:44
33920599,120,"Budapest III. kerület, Naplemente utca",170,4,2025-01-08 19:28:49
32687768,120,"Budapest III. kerület, Csillaghegy",168,4,2025-01-08 19:28:49
34227039,130,"Budapest XI. kerület, Szerelmey Miklós utca",219,5.5,2025-01-08 19:28:49
34496580,120,"Budapest II. kerület, Jegesmedve lejtő",164.99,5,2025-01-08 19:28:49
34445329,122,"Budapest II. kerület, II/A kerület - Budaliget",264.70,4,2025-01-08 19:28:49
33127761,120,"Budapest III. kerület, Ürömhegy",208,5,2025-01-08 19:28:49
33920599,120,"Budapest III. kerület, Naplemente utca",170,4,2025-01-08 19:29:22
32687768,120,"Budapest III. kerület, Csillaghegy",168,4,2025-01-08 19:29:22
34227039,130,"Budapest XI. kerület, Szerelmey Miklós utca",219,5.5,2025-01-08 19:29:22
34496580,120,"Budapest II. kerület, Jegesmedve lejtő",164.99,5,2025-01-08 19:29:22
34445329,122,"Budapest II. kerület, II/A kerület - Budaliget",264.70,4,2025-01-08 19:29:22
33127761,120,"Budapest III. kerület, Ürömhegy",208,5,2025-01-08 19:29:22
34378786,112,"Budapest III. kerület, Tarhos utca 156.",199.90,5,2025-01-08 19:29:30
34378761,112,"Budapest III. kerület, Tarhos utca 156.",179.90,5,2025-01-08 19:29:30
34090899,122,"Budapest III. kerület, Jutas köz 4.",157.50,4,2025-01-08 19:29:30
33484732,105,"Budapest III. kerület, Aranyhegy",183.75,4,2025-01-08 19:29:30
34335453,130,"Budapest III. kerület, Ürömhegy",189.90,4,2025-01-08 19:29:30
34509222,103,"Budapest III. kerület, Ürömhegy",189,4,2025-01-08 19:29:30
34511721,127,"Budapest III. kerület, Ürömhegy",245,4,2025-01-08 19:29:30
33412443,120,"Budapest III. kerület, Csillaghegy",168,5,2025-01-08 19:29:30
33810693,105,"Budapest III. kerület, Ürömhegy",182,5,2025-01-08 19:29:30
33643923,130,"Budapest III. kerület, Csillaghegy",228,5,2025-01-08 19:29:30
34144137,95,"Budapest III. kerület, Aranyhegy",149,3.5,2025-01-08 19:29:30
34216971,125,"Budapest III. kerület, Csillaghegy",150,4,2025-01-08 19:29:30
34385800,105,"Budapest III. kerület, Aranyhegy",179.90,4,2025-01-08 19:29:30
34333588,104,"Budapest III. kerület, Ürömfű utca",189,4,2025-01-08 19:29:30
34497250,129,"Budapest XI. kerület, Madárhegy",184,5,2025-01-08 19:29:30
34366994,130,"Budapest II. kerület, II/A kerület - Budaliget",265,5.5,2025-01-08 19:29:30
34002024,122,"Budapest II. kerület, II/A kerület - Budaliget",265,4,2025-01-08 19:29:30
34025501,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-08 19:29:30
33973446,116,"Budapest II. kerület, II/A kerület - Budaliget",265,4,2025-01-08 19:29:30
34025397,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-08 19:29:30
34378786,112,"Budapest III. kerület, Tarhos utca 156.",199.90,5,2025-01-11 18:08:44
34378761,112,"Budapest III. kerület, Tarhos utca 156.",179.90,5,2025-01-11 18:08:44
34090899,122,"Budapest III. kerület, Jutas köz 4.",157.50,4,2025-01-11 18:08:44
